Email;Event;Framecount;PotionRotationX;PotionRotationY;PotionRotationZ;SessionID;Timestamp
anonymous;Sample;400;0.0525;-0.0012;0.0113;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.6938
anonymous;Sample;402;0.0370;0.0041;0.0368;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.7215
anonymous;Sample;404;0.0107;0.0261;0.0967;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.7500
anonymous;Sample;406;0.0059;0.0258;0.1089;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.7769
anonymous;Sample;408;0.0037;-0.0044;0.1081;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.8054
anonymous;Sample;410;0.0022;0.0007;0.1094;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.8335
anonymous;Sample;412;-0.0175;0.0193;0.1263;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.8610
anonymous;Sample;414;-0.0099;0.0160;0.1015;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.8886
anonymous;Sample;416;-0.0142;0.0074;0.0865;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.9167
anonymous;Sample;418;-0.0032;-0.0018;0.0562;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.9448
anonymous;Sample;420;0.0115;-0.0122;0.0250;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.9720
anonymous;Sample;422;0.0177;-0.0138;0.0098;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:48.9995
anonymous;Sample;424;0.0379;-0.0518;-0.0414;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.0272
anonymous;Sample;426;0.0535;-0.0771;-0.0511;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.0561
anonymous;Sample;428;0.0406;-0.0527;-0.0454;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.0829
anonymous;Sample;430;0.0484;-0.0621;-0.0665;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.1109
anonymous;Sample;432;0.0759;-0.1034;-0.1134;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.1394
anonymous;Sample;434;0.0824;-0.1101;-0.1213;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.1664
anonymous;Sample;436;0.0851;-0.1129;-0.1466;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.1947
anonymous;Sample;438;0.1077;-0.1491;-0.2052;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.2225
anonymous;Sample;440;0.1277;-0.1723;-0.2315;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.2506
anonymous;Sample;442;0.1099;-0.1414;-0.2230;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.2782
anonymous;Sample;444;0.1092;-0.1420;-0.2666;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.3057
anonymous;Sample;446;0.1271;-0.1720;-0.3264;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.3333
anonymous;Sample;448;0.1324;-0.1792;-0.3294;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.3603
anonymous;Sample;450;0.1452;-0.1845;-0.3782;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.3882
anonymous;Sample;452;0.1570;-0.2050;-0.4362;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.4158
anonymous;Sample;454;0.1716;-0.2187;-0.4598;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.4450
anonymous;Sample;456;0.1926;-0.2217;-0.4972;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.4725
anonymous;Sample;458;0.1921;-0.2218;-0.5178;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.5001
anonymous;Sample;460;0.1929;-0.2209;-0.5281;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.5283
anonymous;Sample;462;0.2071;-0.2113;-0.5390;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.5559
anonymous;Sample;464;0.2170;-0.2093;-0.5671;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.5842
anonymous;Sample;466;0.2127;-0.2243;-0.5804;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.6111
anonymous;Sample;468;0.2172;-0.2228;-0.5841;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.6390
anonymous;Sample;470;0.2180;-0.2205;-0.6041;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.6665
anonymous;Sample;472;0.2215;-0.2293;-0.6211;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.6946
anonymous;Sample;474;0.2278;-0.2361;-0.6354;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.7225
anonymous;Sample;476;0.2428;-0.2350;-0.6628;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.7500
anonymous;Sample;478;0.2413;-0.2363;-0.6633;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.7782
anonymous;Sample;480;0.2468;-0.2381;-0.6754;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.8059
anonymous;Sample;482;0.2535;-0.2386;-0.6885;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.8320
anonymous;Sample;484;0.2522;-0.2350;-0.6939;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.8614
anonymous;Sample;486;0.2462;-0.2325;-0.6917;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.8878
anonymous;Sample;488;0.2451;-0.2278;-0.6948;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.9172
anonymous;Sample;490;0.2471;-0.2297;-0.7055;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.9450
anonymous;Sample;492;0.2446;-0.2303;-0.7079;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.9715
anonymous;Sample;494;0.2433;-0.2264;-0.6990;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:49.9996
anonymous;Sample;496;0.2461;-0.2231;-0.7073;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.0267
anonymous;Sample;498;0.2481;-0.2225;-0.7131;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.0560
anonymous;Sample;500;0.2514;-0.2265;-0.7200;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.0835
anonymous;Sample;502;0.2482;-0.2249;-0.7152;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.1117
anonymous;Sample;504;0.2487;-0.2251;-0.7155;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.1394
anonymous;Sample;506;0.2524;-0.2290;-0.7223;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.1659
anonymous;Sample;508;0.2508;-0.2290;-0.7221;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.1952
anonymous;Sample;510;0.2500;-0.2279;-0.7184;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.2227
anonymous;Sample;512;0.2512;-0.2272;-0.7199;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.2509
anonymous;Sample;514;0.2515;-0.2256;-0.7228;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.2775
anonymous;Sample;516;0.2510;-0.2261;-0.7281;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.3059
anonymous;Sample;518;0.2523;-0.2272;-0.7258;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.3342
anonymous;Sample;520;0.2524;-0.2271;-0.7259;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.3622
anonymous;Sample;522;0.2524;-0.2280;-0.7290;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.3878
anonymous;Sample;524;0.2526;-0.2294;-0.7316;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.4161
anonymous;Sample;526;0.2522;-0.2295;-0.7317;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.4450
anonymous;Sample;528;0.2509;-0.2281;-0.7340;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.4717
anonymous;Sample;530;0.2515;-0.2263;-0.7337;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.5001
anonymous;Sample;532;0.2528;-0.2260;-0.7353;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.5271
anonymous;Sample;534;0.2555;-0.2268;-0.7387;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.5561
anonymous;Sample;536;0.2533;-0.2262;-0.7390;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.5827
anonymous;Sample;538;0.2545;-0.2243;-0.7440;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.6110
anonymous;Sample;540;0.2546;-0.2226;-0.7444;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.6395
anonymous;Sample;542;0.2556;-0.2203;-0.7463;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.6665
anonymous;Sample;544;0.2557;-0.2209;-0.7463;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.6941
anonymous;Sample;546;0.2590;-0.2204;-0.7484;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.7219
anonymous;Sample;548;0.2566;-0.2194;-0.7470;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.7496
anonymous;Sample;550;0.2570;-0.2186;-0.7500;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.7777
anonymous;Sample;552;0.2574;-0.2179;-0.7526;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.8049
anonymous;Sample;554;0.2573;-0.2162;-0.7547;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.8340
anonymous;Sample;556;0.2573;-0.2160;-0.7553;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.8610
anonymous;Sample;558;0.2579;-0.2166;-0.7545;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.8892
anonymous;Sample;560;0.2589;-0.2173;-0.7556;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.9172
anonymous;Sample;562;0.2591;-0.2169;-0.7617;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.9447
anonymous;Sample;564;0.2599;-0.2169;-0.7599;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:50.9724
anonymous;Sample;566;0.2607;-0.2169;-0.7601;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.0001
anonymous;Sample;568;0.2611;-0.2167;-0.7663;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.0282
anonymous;Sample;570;0.2615;-0.2167;-0.7705;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.0549
anonymous;Sample;573;0.2637;-0.2153;-0.7698;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.0834
anonymous;Sample;575;0.2635;-0.2142;-0.7691;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.1108
anonymous;Sample;577;0.2647;-0.2120;-0.7734;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.1395
anonymous;Sample;579;0.2664;-0.2109;-0.7757;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.1669
anonymous;Sample;581;0.2666;-0.2121;-0.7746;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.1948
anonymous;Sample;583;0.2679;-0.2114;-0.7778;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.2222
anonymous;Sample;585;0.2674;-0.2106;-0.7819;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.2498
anonymous;Sample;587;0.2695;-0.2103;-0.7837;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.2775
anonymous;Sample;589;0.2681;-0.2097;-0.7843;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.3051
anonymous;Sample;591;0.2693;-0.2071;-0.7886;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.3327
anonymous;Sample;593;0.2710;-0.2081;-0.7866;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.3612
anonymous;Sample;595;0.2712;-0.2078;-0.7879;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.3892
anonymous;Sample;597;0.2715;-0.2084;-0.7923;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.4168
anonymous;Sample;599;0.2720;-0.2086;-0.7941;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.4445
anonymous;Sample;601;0.2728;-0.2085;-0.7945;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.4720
anonymous;Sample;603;0.2729;-0.2068;-0.7962;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.5002
anonymous;Sample;605;0.2725;-0.2065;-0.7976;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.5283
anonymous;Sample;607;0.2735;-0.2065;-0.8008;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.5559
anonymous;Sample;609;0.2741;-0.2076;-0.8011;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.5835
anonymous;Sample;611;0.2762;-0.2133;-0.8064;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.6110
anonymous;Sample;613;0.2791;-0.2150;-0.8116;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.6391
anonymous;Sample;615;0.2830;-0.2097;-0.8113;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.6669
anonymous;Sample;617;0.2803;-0.2054;-0.8086;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.6947
anonymous;Sample;619;0.2802;-0.2031;-0.8115;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.7227
anonymous;Sample;621;0.2855;-0.2078;-0.8149;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.7497
anonymous;Sample;623;0.2889;-0.2150;-0.8168;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.7779
anonymous;Sample;625;0.2921;-0.2169;-0.8224;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.8052
anonymous;Sample;627;0.2912;-0.2150;-0.8219;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.8322
anonymous;Sample;629;0.2912;-0.2119;-0.8199;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.8608
anonymous;Sample;631;0.2918;-0.2106;-0.8224;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.8876
anonymous;Sample;633;0.2932;-0.2101;-0.8267;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.9170
anonymous;Sample;635;0.2953;-0.2097;-0.8272;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.9444
anonymous;Sample;637;0.2947;-0.2102;-0.8244;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:51.9719
anonymous;Sample;639;0.2943;-0.2098;-0.8237;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.0000
anonymous;Sample;641;0.2935;-0.2090;-0.8245;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.0266
anonymous;Sample;643;0.2936;-0.2088;-0.8257;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.0559
anonymous;Sample;645;0.2953;-0.2105;-0.8266;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.0832
anonymous;Sample;647;0.2964;-0.2120;-0.8263;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.1102
anonymous;Sample;649;0.2952;-0.2108;-0.8262;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.1389
anonymous;Sample;651;0.2931;-0.2081;-0.8244;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.1664
anonymous;Sample;653;0.2945;-0.2092;-0.8248;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.1950
anonymous;Sample;655;0.2955;-0.2100;-0.8244;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.2213
anonymous;Sample;657;0.2956;-0.2098;-0.8244;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.2502
anonymous;Sample;659;0.2961;-0.2079;-0.8245;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.2767
anonymous;Sample;661;0.2971;-0.2063;-0.8240;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.3054
anonymous;Sample;663;0.2978;-0.2059;-0.8241;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.3330
anonymous;Sample;665;0.2979;-0.2060;-0.8262;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.3611
anonymous;Sample;667;0.2980;-0.2048;-0.8266;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.3892
anonymous;Sample;669;0.2983;-0.2042;-0.8260;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.4173
anonymous;Sample;671;0.2986;-0.2044;-0.8260;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.4446
anonymous;Sample;673;0.2982;-0.2049;-0.8276;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.4726
anonymous;Sample;675;0.2984;-0.2044;-0.8274;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.5003
anonymous;Sample;677;0.2991;-0.2040;-0.8272;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.5269
anonymous;Sample;679;0.2995;-0.2042;-0.8278;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.5560
anonymous;Sample;681;0.2992;-0.2039;-0.8283;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.5837
anonymous;Sample;683;0.2993;-0.2032;-0.8285;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.6098
anonymous;Sample;685;0.2994;-0.2032;-0.8287;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.6378
anonymous;Sample;687;0.2986;-0.2036;-0.8295;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.6658
anonymous;Sample;689;0.2987;-0.2034;-0.8295;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.6945
anonymous;Sample;691;0.2983;-0.2031;-0.8297;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.7225
anonymous;Sample;693;0.2980;-0.2030;-0.8299;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.7499
anonymous;Sample;695;0.2980;-0.2035;-0.8310;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.7775
anonymous;Sample;697;0.2978;-0.2033;-0.8308;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.8051
anonymous;Sample;699;0.2979;-0.2030;-0.8309;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.8331
anonymous;Sample;701;0.2978;-0.2024;-0.8313;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.8612
anonymous;Sample;703;0.2978;-0.2017;-0.8318;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.8879
anonymous;Sample;705;0.2980;-0.2018;-0.8316;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.9163
anonymous;Sample;707;0.2983;-0.2019;-0.8315;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.9438
anonymous;Sample;709;0.2981;-0.2016;-0.8317;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.9724
anonymous;Sample;711;0.2982;-0.2006;-0.8318;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:52.9995
anonymous;Sample;713;0.2990;-0.2004;-0.8315;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.0275
anonymous;Sample;715;0.2993;-0.2014;-0.8321;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.0550
anonymous;Sample;717;0.2989;-0.2008;-0.8324;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.0843
anonymous;Sample;718;0.2991;-0.2002;-0.8323;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.0985
anonymous;Sample;721;0.2994;-0.1999;-0.8321;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.1393
anonymous;Sample;723;0.2995;-0.2014;-0.8331;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.1666
anonymous;Sample;725;0.2992;-0.2015;-0.8333;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.1947
anonymous;Sample;727;0.2997;-0.2010;-0.8325;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.2213
anonymous;Sample;729;0.2997;-0.2002;-0.8316;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.2495
anonymous;Sample;731;0.2994;-0.2012;-0.8332;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.2766
anonymous;Sample;733;0.2995;-0.2015;-0.8334;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.3052
anonymous;Sample;735;0.2999;-0.2010;-0.8323;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.3322
anonymous;Sample;737;0.3008;-0.2004;-0.8319;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.3603
anonymous;Sample;739;0.3008;-0.1995;-0.8308;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.3880
anonymous;Sample;741;0.3001;-0.1999;-0.8292;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.4172
anonymous;Sample;743;0.2991;-0.2009;-0.8245;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.4439
anonymous;Sample;745;0.2994;-0.2029;-0.8173;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.4723
anonymous;Sample;747;0.2972;-0.2052;-0.8096;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.4995
anonymous;Sample;749;0.2997;-0.2041;-0.8132;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.5275
anonymous;Sample;751;0.2991;-0.2047;-0.8141;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.5553
anonymous;Sample;753;0.2988;-0.2049;-0.8121;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.5815
anonymous;Sample;755;0.3000;-0.2049;-0.8131;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.6094
anonymous;Sample;757;0.3001;-0.2049;-0.8132;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.6382
anonymous;Sample;759;0.2992;-0.2046;-0.8135;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.6650
anonymous;Sample;761;0.2993;-0.2046;-0.8147;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.6936
anonymous;Sample;763;0.2991;-0.2045;-0.8146;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.7211
anonymous;Sample;765;0.2976;-0.2040;-0.8147;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.7486
anonymous;Sample;767;0.2959;-0.2036;-0.8140;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.7762
anonymous;Sample;769;0.2935;-0.2042;-0.8115;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.8044
anonymous;Sample;771;0.2945;-0.2039;-0.8115;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.8320
anonymous;Sample;773;0.2903;-0.2044;-0.8049;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.8604
anonymous;Sample;775;0.2912;-0.2047;-0.8066;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.8875
anonymous;Sample;777;0.2925;-0.2046;-0.8071;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.9158
anonymous;Sample;779;0.2925;-0.2048;-0.8071;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.9439
anonymous;Sample;781;0.2928;-0.2045;-0.8069;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.9703
anonymous;Sample;783;0.2931;-0.2042;-0.8069;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:53.9993
anonymous;Sample;785;0.2935;-0.2044;-0.8076;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.0268
anonymous;Sample;787;0.2931;-0.2040;-0.8077;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.0548
anonymous;Sample;789;0.2928;-0.2032;-0.8085;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.0826
anonymous;Sample;791;0.2941;-0.2031;-0.8095;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.1100
